GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Tipo	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	riExonStart_0base	riExonEnd	exonStart_0base	exonEnd
ENSG00000213199.8	ASIC3	chr7	+	NA	NA	NA	NA	NA	NA	72820	19,21,23	0,0,0	30,15,40	4,0,1	111	39	0.00837991	0.1739139	1.0,1.0,1.0	0.725,1.0,0.934	0.114	SE	NA	NA	NA	NA	151051982	151052062	151052415	151052474	NA	NA	NA	151052165	151052237
ENSG00000251273.4	LINC02228	chr5	-	NA	NA	NA	NA	NA	NA	92694	70,44,36	0,0,0	54,45,35	0,4,4	79	39	0.01488845	0.1899808	1.0,1.0,1.0	1.0,0.847,0.812	0.114	SE	NA	NA	NA	NA	25136341	25136445	25167161	25167191	NA	NA	NA	25162229	25162269
ENSG00000185917.14	SETD4	chr21	-	36058815	36058973	36058815	36058924	36059821	36060242	557	9,18,10	0,0,0	9,10,17	0,5,4	88	39	0.006800673316	0.188514199	1.0,1.0,1.0	1.0,0.47,0.653	0.292	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000291223.1	FAM86DP	chr3	-	75426449	75426621	75426449	75426599	75432807	75432870	14948	10,1,1	9,6,1	1,0,0	11,6,4	61	39	0.01024340187	0.1958577627	0.415,0.096,0.39	0.055,0.0,0.0	0.282	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000046651.16	OFD1	chrX	+	13767126	13768224	13768053	13768224	13763744	13763855	304	323,215,216	0,0,0	171,241,300	2,7,3	966	39	2.21E-05	0.03916638009	1.0,1.0,1.0	0.775,0.582,0.801	0.281	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000033011.14	ALG1	chr16	+	5074878	5075536	5075397	5075536	5073152	5073256	2613	78,62,68	2,5,13	35,47,90	11,11,22	558	39	0.003332412972	0.1877137015	0.732,0.464,0.268	0.182,0.23,0.222	0.277	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000188554.15	NBR1	chr17	+	NA	NA	NA	NA	NA	NA	103672	157,313,031,123	24,39,24	98,915,151,692	69,58,69	249	39	0.008472935	0.1739139	0.911,0.84,0.88	0.692,0.804,0.793	0.114	SE	NA	NA	NA	NA	43189913	43190776	43193093	43193253	NA	NA	NA	43191371	43191581
ENSG00000184432.11	COPB2	chr3	-	NA	NA	NA	NA	NA	NA	111205	310,215,251	22,18,24	167,242,247	27,27,33	236	39	0.01124456	0.1778319	0.7,0.664,0.633	0.505,0.597,0.553	0.114	SE	NA	NA	NA	NA	139383297	139383435	139389468	139389648	NA	NA	NA	139385003	139385200
ENSG00000254004.7	ZNF260	chr19	-	NA	NA	NA	NA	NA	NA	8553	433,333,318	15,23,13	279,420,409	16,52,31	258	39	0.01238320696	0.1808506398	0.814,0.686,0.787	0.725,0.55,0.666	0.115	SE	NA	NA	NA	NA	36510686	36515699	36528218	36528268	NA	NA	NA	36525154	36525373
ENSG00000167600.14	CYP2S1	chr19	+	NA	NA	NA	NA	NA	NA	13171	11,22,9	0,0,0	26,18,21	1,0,1	189	39	0.004519976	0.1739139	1.0,1.0,1.0	0.843,1.0,0.812	0.115	SE	NA	NA	NA	NA	41193218	41193441	41201230	41201299	NA	NA	NA	41197778	41197928
ENSG00000267080.8	ASB16-AS1	chr17	-	NA	NA	NA	NA	NA	NA	14352	108,80,79	0,0,0	41,89,86	0,4,3	203	39	0.001406029	0.1739139	1.0,1.0,1.0	1.0,0.81,0.846	0.115	SE	NA	NA	NA	NA	44181622	44181741	44186564	44186707	NA	NA	NA	44182929	44183093
ENSG00000185158.13	LRRC37B	chr17	+	NA	NA	NA	NA	NA	NA	15120	165,185,133	0,0,0	172,148,173	0,3,5	332	39	0.007362029	0.1739139	1.0,1.0,1.0	1.0,0.853,0.803	0.115	SE	NA	NA	NA	NA	32047166	32047901	32050002	32050006	NA	NA	NA	32049101	32049394
ENSG00000007944.15	MYLIP	chr6	+	NA	NA	NA	NA	NA	NA	35801	407,259,251	54,43,18	239,232,298	41,50,55	204	39	0.01301356	0.1825142	0.59,0.535,0.727	0.527,0.47,0.509	0.115	SE	NA	NA	NA	NA	16143019	16143217	16144896	16145317	NA	NA	NA	16143698	16143863
ENSG00000133835.18	HSD17B4	chr5	+	119531265	119536550	119536422	119536550	119529893	119529980	13424	137,711,741,008	7,3,0	90,811,711,304	8,7,10	5196	39	0.005228374038	0.1877137015	0.596,0.746,1.0	0.46,0.557,0.495	0.277	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000122490.19	SLC66A2	chr18	-	79949518	79949655	79949518	79949636	79950723	79951025	3085	0,2,2	0,0,0	3,7,4	0,3,2	58	39	0.001060508105	0.1877137015	NA,1.0,1.0	1.0,0.611,0.574	0.272	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000156398.13	SFXN2	chr10	+	NA	NA	NA	NA	NA	NA	NA	2,6,6	37,30,41	0,0,0	14,27,33	135	117	0.006750993774	0.1986719618	0.045,0.148,0.113	0.0,0.0,0.0	0.102	MXE	102716233	102716329	102717702	102717780	102714635	102714681	102726611	102726797	4669	NA	NA	NA	NA
ENSG00000143207.21	COP1	chr1	-	NA	NA	NA	NA	NA	NA	NA	287,244,159	285,218,126	192,181,171	252,257,222	99	108	0.001169480785	0.1984371989	0.523,0.55,0.579	0.454,0.434,0.457	0.102	MXE	176149005	176149074	176184632	176184692	176136487	176136547	176206571	176206691	8362	NA	NA	NA	NA
ENSG00000172269.20	DPAGT1	chr11	-	NA	NA	NA	NA	NA	NA	9424	632,556,409	10,2,6	441,539,614	16,16,25	1144	39	0.0008664824762	0.1064884215	0.683,0.905,0.699	0.484,0.535,0.456	0.271	RI	NA	NA	NA	NA	119097141	119097297	119098402	119098487	NA	119097141	119098487	NA	NA
ENSG00000144935.17	TRPC1	chr3	+	NA	NA	NA	NA	NA	NA	40679	56,58,63	0,0,0	80,49,72	2,0,5	179	39	0.005603924	0.1739139	1.0,1.0,1.0	0.897,1.0,0.758	0.115	SE	NA	NA	NA	NA	142784703	142785040	142802168	142802344	NA	NA	NA	142791018	142791158
ENSG00000010361.14	FUZ	chr19	-	NA	NA	NA	NA	NA	NA	105440	64,57,40	0,0,0	31,60,45	2,1,2	124	39	9.15E-05	0.0254847	1.0,1.0,1.0	0.83,0.95,0.876	0.115	SE	NA	NA	NA	NA	49811630	49811699	49812637	49812736	NA	NA	NA	49812250	49812335
ENSG00000116001.17	TIA1	chr2	-	NA	NA	NA	NA	NA	NA	113235	175,158,132	12,8,4	111,114,134	18,14,16	72	39	0.002455389	0.1739139	0.888,0.915,0.947	0.77,0.815,0.819	0.115	SE	NA	NA	NA	NA	70227734	70227822	70229263	70229318	NA	NA	NA	70229058	70229091
ENSG00000165699.15	TSC1	chr9	-	NA	NA	NA	NA	NA	NA	116595	29,28,31	0,0,0	28,37,37	1,0,3	143	39	0.007025197	0.1739139	1.0,1.0,1.0	0.884,1.0,0.771	0.115	SE	NA	NA	NA	NA	132923347	132923492	132935032	132935090	NA	NA	NA	132927200	132927304
ENSG00000077942.19	FBLN1	chr22	+	NA	NA	NA	NA	NA	NA	2427	37,26,25	0,0,0	31,35,39	2,1,0	182	39	0.005973219486	0.1739139121	1.0,1.0,1.0	0.769,0.882,1.0	0.116	SE	NA	NA	NA	NA	45550491	45550615	45576976	45577108	NA	NA	NA	45574510	45574653
ENSG00000113360.17	DROSHA	chr5	-	NA	NA	NA	NA	NA	NA	31611	157,138,148	7,8,0	137,138,181	13,14,9	132	39	0.009359818	0.1745431	0.869,0.836,1.0	0.757,0.744,0.856	0.116	SE	NA	NA	NA	NA	31515453	31515564	31526078	31526912	NA	NA	NA	31521122	31521215
ENSG00000137941.17	TTLL7	chr1	-	NA	NA	NA	NA	NA	NA	40549	155,146,144	0,5,0	121,147,170	5,11,4	161	39	0.004243813	0.1739139	1.0,0.876,1.0	0.854,0.764,0.911	0.116	SE	NA	NA	NA	NA	83948627	83948695	83951844	83951976	NA	NA	NA	83949864	83949986
ENSG00000178038.17	ALS2CL	chr3	-	NA	NA	NA	NA	NA	NA	45017	220,132,99	35,28,23	120,224,173	36,75,58	232	39	0.002203247	0.1739139	0.514,0.442,0.42	0.359,0.334,0.334	0.116	SE	NA	NA	NA	NA	46682028	46682094	46683781	46683848	NA	NA	NA	46683133	46683326
ENSG00000122512.17	PMS2	chr7	-	6002452	6002811	6002452	6002636	6003742	6003792	11669	45,14,9	9,1,2	18,25,18	10,11,8	214	39	0.005784998865	0.188514199	0.477,0.718,0.451	0.247,0.293,0.291	0.272	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000184381.20	PLA2G6	chr22	-	38115526	38115849	38115526	38115681	38116074	38116211	770	19,20,8	10,4,5	2,1,8	5,12,14	207	39	0.01070170532	0.1958577627	0.264,0.485,0.232	0.07,0.015,0.097	0.266	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000198586.14	TLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	109,98,100	88,72,90	73,109,109	97,130,129	158	111	0.002700451297	0.1984371989	0.465,0.489,0.438	0.346,0.371,0.372	0.101	MXE	171082780	171082852	171117738	171117857	171061080	171061156	171160289	171160564	5487	NA	NA	NA	NA
ENSG00000113761.12	ZNF346	chr5	+	NA	NA	NA	NA	NA	NA	NA	171,112,124	93,103,79	90,115,115	83,134,125	273	133	0.003834625302	0.1984371989	0.473,0.346,0.433	0.346,0.295,0.309	0.101	MXE	177050702	177050936	177062057	177062151	177044388	177044533	177064511	177065965	19521	NA	NA	NA	NA
ENSG00000256269.11	HMBS	chr11	+	NA	NA	NA	NA	NA	NA	9646	128,102,109	4,2,2	101,129,115	6,8,12	633	39	0.00535338479	0.1382742271	0.663,0.759,0.771	0.509,0.498,0.371	0.272	RI	NA	NA	NA	NA	119092124	119092163	119092757	119092811	NA	119092124	119092811	NA	NA
ENSG00000175287.19	PHYHD1	chr9	+	NA	NA	NA	NA	NA	NA	51804	323,283,269	17,3,3	237,328,283	14,22,16	168	39	0.002736165	0.1739139	0.815,0.956,0.954	0.797,0.776,0.804	0.116	SE	NA	NA	NA	NA	128937748	128937778	128941444	128941571	NA	NA	NA	128940368	128940497
ENSG00000137802.14	MAPKBP1	chr15	+	NA	NA	NA	NA	NA	NA	87661	129,91,113	0,0,0	57,81,129	0,5,2	229	39	0.006313095	0.1739139	1.0,1.0,1.0	1.0,0.734,0.917	0.116	SE	NA	NA	NA	NA	41812515	41813101	41815623	41815799	NA	NA	NA	41814549	41814739
ENSG00000135315.12	CEP162	chr6	-	NA	NA	NA	NA	NA	NA	101305	33,24,20	0,0,0	13,62,47	0,1,4	177	39	0.005779201	0.1739139	1.0,1.0,1.0	1.0,0.932,0.721	0.116	SE	NA	NA	NA	NA	84174726	84174954	84185186	84185448	NA	NA	NA	84175209	84175347
ENSG00000139370.12	SLC15A4	chr12	-	NA	NA	NA	NA	NA	NA	134463	365,238,193	2,7,7	256,347,334	17,19,24	150	39	0.001334323	0.1737443	0.979,0.898,0.878	0.797,0.826,0.783	0.116	SE	NA	NA	NA	NA	128809395	128809473	128814774	128815070	NA	NA	NA	128809942	128810053
ENSG00000119636.16	BBOF1	chr14	+	NA	NA	NA	NA	NA	NA	24999	40,38,36	0,0,0	48,74,67	3,0,2	184	39	0.008721954	0.1740083	1.0,1.0,1.0	0.772,1.0,0.877	0.117	SE	NA	NA	NA	NA	74046059	74046130	74055583	74055685	NA	NA	NA	74047929	74048074
ENSG00000146067.17	FAM193B	chr5	-	NA	NA	NA	NA	NA	NA	27574	52,26,30	0,0,0	32,57,32	2,6,0	100	39	0.006160872	0.1739139	1.0,1.0,1.0	0.862,0.787,1.0	0.117	SE	NA	NA	NA	NA	177532442	177532641	177553167	177553266	NA	NA	NA	177547167	177547228
ENSG00000070371.16	CLTCL1	chr22	-	NA	NA	NA	NA	NA	NA	74112	207,158,168	0,0,3	189,172,205	8,5,6	197	39	0.001251723	0.1677108	1.0,1.0,0.917	0.824,0.872,0.871	0.117	SE	NA	NA	NA	NA	19201328	19201493	19208921	19209114	NA	NA	NA	19208153	19208311
ENSG00000140995.17	DEF8	chr16	+	89949416	89949638	89949564	89949638	89948774	89948814	2211	30,34,26	0,0,0	25,27,21	0,5,2	187	39	0.007622921844	0.188514199	1.0,1.0,1.0	1.0,0.53,0.687	0.261	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000120318.16	ARAP3	chr5	-	141661683	141662255	141661683	141661789	141664921	141665085	5098	175,130,114	0,4,1	83,157,178	3,11,8	505	39	0.003537480026	0.1877137015	1.0,0.715,0.898	0.681,0.524,0.632	0.259	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000168488.19	ATXN2L	chr16	+	NA	NA	NA	NA	NA	NA	NA	181,116,138	124,79,106	101,164,208	105,189,209	169	161	0.001970777971	0.1984371989	0.582,0.583,0.554	0.478,0.453,0.487	0.1	MXE	28835057	28835187	28835277	28835399	28834505	28834693	28835548	28835758	3115	NA	NA	NA	NA
ENSG00000005436.14	GCFC2	chr2	-	NA	NA	NA	NA	NA	NA	NA	225,214,237	143,105,133	150,191,182	127,137,177	163	121	0.007199548449	0.1999547452	0.539,0.602,0.569	0.467,0.509,0.433	0.1	MXE	75690637	75690719	75691976	75692100	75689968	75690081	75694240	75694427	22708	NA	NA	NA	NA
ENSG00000114859.16	CLCN2	chr3	-	NA	NA	NA	NA	NA	NA	4352	54,65,102	0,0,0	76,92,61	3,1,0	1297	39	0.004101972815	0.1374363104	1.0,1.0,1.0	0.432,0.734,1.0	0.278	RI	NA	NA	NA	NA	184355693	184355778	184357036	184357094	NA	184355693	184357094	NA	NA
ENSG00000179094.16	PER1	chr17	-	NA	NA	NA	NA	NA	NA	1327	90,52,79	0,0,0	40,35,44	0,4,1	521	39	0.009068105813	0.1542756448	1.0,1.0,1.0	1.0,0.396,0.767	0.279	RI	NA	NA	NA	NA	8144055	8144268	8144750	8144993	NA	8144055	8144993	NA	NA
ENSG00000204852.17	TCTN1	chr12	+	NA	NA	NA	NA	NA	NA	82752	198,129,181	3,5,0	134,201,178	7,8,11	177	39	0.00532705	0.1739139	0.936,0.85,1.0	0.808,0.847,0.781	0.117	SE	NA	NA	NA	NA	110641023	110641149	110647210	110647336	NA	NA	NA	110644991	110645129
ENSG00000143442.23	POGZ	chr1	-	NA	NA	NA	NA	NA	NA	84679	165,124,94	0,0,2	137,188,175	3,8,6	213	39	0.002941914	0.1739139	1.0,1.0,0.896	0.893,0.811,0.842	0.117	SE	NA	NA	NA	NA	151408693	151408828	151412295	151412396	NA	NA	NA	151411624	151411798
ENSG00000166507.19	NDST2	chr10	-	NA	NA	NA	NA	NA	NA	119803	105,87,115	0,0,0	61,78,138	6,0,3	149	39	0.01379353	0.1851183	1.0,1.0,1.0	0.727,1.0,0.923	0.117	SE	NA	NA	NA	NA	73802595	73802776	73803188	73803344	NA	NA	NA	73802971	73803081
ENSG00000168010.11	ATG16L2	chr11	+	NA	NA	NA	NA	NA	NA	126619	146,119,109	5,4,4	96,154,152	7,18,9	145	39	0.01555027	0.1923992	0.887,0.889,0.88	0.787,0.697,0.82	0.117	SE	NA	NA	NA	NA	72826172	72826243	72828358	72828508	NA	NA	NA	72827187	72827293
ENSG00000101160.15	CTSZ	chr20	-	NA	NA	NA	NA	NA	NA	4714	374,317,262	0,0,3	253,356,371	5,9,7	313	39	0.0007737741001	0.118618553	1.0,1.0,0.916	0.863,0.831,0.868	0.118	SE	NA	NA	NA	NA	58992121	58992841	58996638	58996801	NA	NA	NA	58993947	58994221
ENSG00000095066.12	HOOK2	chr19	-	NA	NA	NA	NA	NA	NA	9584	105,92,81	0,0,0	56,120,103	5,4,1	127	39	0.0002281413285	0.04462651915	1.0,1.0,1.0	0.775,0.902,0.969	0.118	SE	NA	NA	NA	NA	12767394	12767464	12768012	12768084	NA	NA	NA	12767815	12767903
ENSG00000011258.16	MBTD1	chr17	-	NA	NA	NA	NA	NA	NA	51288	169,129,77	1,0,0	79,143,122	4,4,12	95	39	0.003222048	0.1739139	0.986,1.0,1.0	0.89,0.936,0.807	0.118	SE	NA	NA	NA	NA	51201591	51201696	51202700	51202935	NA	NA	NA	51202021	51202077
ENSG00000182923.20	CEP63	chr3	+	NA	NA	NA	NA	NA	NA	63765	122,61,26	0,0,0	73,64,121	8,0,6	108	39	0.01522869	0.1912785	1.0,1.0,1.0	0.767,1.0,0.879	0.118	SE	NA	NA	NA	NA	134486044	134486202	134507108	134507286	NA	NA	NA	134495295	134495364
ENSG00000176155.21	CCDC57	chr17	-	NA	NA	NA	NA	NA	NA	12112	129,112,104	0,1,0	138,165,134	4,4,7	171	39	0.001896977	0.1739139	1.0,0.962,1.0	0.887,0.904,0.814	0.119	SE	NA	NA	NA	NA	82172637	82172860	82183773	82183932	NA	NA	NA	82178473	82178605
ENSG00000204120.16	GIGYF2	chr2	+	NA	NA	NA	NA	NA	NA	32234	54,29,32	0,0,0	38,22,48	0,1,3	157	39	0.00537038	0.1739139	1.0,1.0,1.0	1.0,0.845,0.799	0.119	SE	NA	NA	NA	NA	232722553	232722658	232731121	232731234	NA	NA	NA	232724573	232724691
ENSG00000111271.15	ACAD10	chr12	+	NA	NA	NA	NA	NA	NA	54559	74,125,51	0,0,0	82,134,100	0,6,4	199	39	0.005249483	0.1739139	1.0,1.0,1.0	1.0,0.814,0.83	0.119	SE	NA	NA	NA	NA	111710272	111710365	111715820	111715962	NA	NA	NA	111712497	111712657
ENSG00000179818.17	PCBP1-AS1	chr2	-	NA	NA	NA	NA	NA	NA	81974	15,17,5	8,14,8	8,6,2	16,23,13	236	39	0.00613073	0.1739139	0.237,0.167,0.094	0.076,0.041,0.025	0.119	SE	NA	NA	NA	NA	70051016	70051305	70085546	70085575	NA	NA	NA	70055713	70055910
ENSG00000225830.16	ERCC6	chr10	-	NA	NA	NA	NA	NA	NA	105025	450,343,317	0,0,0	354,370,305	16,2,10	198	39	0.0001498208	0.03285179	1.0,1.0,1.0	0.813,0.973,0.857	0.119	SE	NA	NA	NA	NA	49493116	49493252	49505883	49505999	NA	NA	NA	49500537	49500696
ENSG00000140386.13	SCAPER	chr15	-	NA	NA	NA	NA	NA	NA	133418	200,126,119	5,5,1	113,119,163	5,10,11	157	39	0.01061371	0.1768849	0.909,0.862,0.967	0.849,0.747,0.786	0.119	SE	NA	NA	NA	NA	76857808	76857879	76883811	76883876	NA	NA	NA	76862415	76862533
ENSG00000048991.17	R3HDM1	chr2	+	135651729	135652032	135651732	135652032	135645378	135645527	13693	18,30,34	31,8,20	6,15,16	21,18,31	42	39	0.00457602911	0.1877137015	0.35,0.777,0.612	0.21,0.436,0.324	0.256	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000182541.18	LIMK2	chr22	+	NA	NA	NA	NA	NA	NA	NA	139,123,105	417,276,269	116,201,196	250,294,312	149	228	0.004277259602	0.1984371989	0.338,0.405,0.374	0.415,0.511,0.49	-0.1	MXE	31259120	31259230	31259888	31260077	31258290	31258426	31262133	31262239	11751	NA	NA	NA	NA
ENSG00000181481.14	RNF135	chr17	+	NA	NA	NA	NA	NA	NA	15145	290,209,175	8,1,1	133,184,271	5,7,14	202	39	0.004658371	0.1739139	0.875,0.976,0.971	0.837,0.835,0.789	0.12	SE	NA	NA	NA	NA	30984616	30984760	30993839	30993904	NA	NA	NA	30987943	30988106
ENSG00000128989.11	ARPP19	chr15	-	NA	NA	NA	NA	NA	NA	22106	99,82,63	0,0,0	62,83,59	4,6,2	94	39	1.54E-05	0.01898118	1.0,1.0,1.0	0.865,0.852,0.924	0.12	SE	NA	NA	NA	NA	52564189	52564246	52569115	52569154	NA	NA	NA	52568847	52568902
ENSG00000049249.10	TNFRSF9	chr1	-	NA	NA	NA	NA	NA	NA	27329	101,102,45	0,0,0	451,366,468	15,5,23	170	39	4.23E-05	0.02106782	1.0,1.0,1.0	0.873,0.944,0.824	0.12	SE	NA	NA	NA	NA	7933126	7933296	7937689	7937756	NA	NA	NA	7935012	7935143
ENSG00000178038.17	ALS2CL	chr3	-	NA	NA	NA	NA	NA	NA	45016	315,199,175	35,28,23	191,322,291	36,75,58	236	39	0.003217242	0.1739139	0.598,0.54,0.557	0.467,0.415,0.453	0.12	SE	NA	NA	NA	NA	46682028	46682094	46683781	46683848	NA	NA	NA	46683129	46683326
ENSG00000142765.18	SYTL1	chr1	+	NA	NA	NA	NA	NA	NA	59351	103,80,77	2,0,6	57,87,84	4,5,11	118	39	0.01622969	0.196009	0.945,1.0,0.809	0.825,0.852,0.716	0.12	SE	NA	NA	NA	NA	27350793	27350952	27351455	27351545	NA	NA	NA	27351257	27351336
ENSG00000116649.10	SRM	chr1	-	NA	NA	NA	NA	NA	NA	69922	182,161,183	0,0,0	129,145,184	6,6,0	195	39	0.01660622	0.1978645	1.0,1.0,1.0	0.811,0.829,1.0	0.12	SE	NA	NA	NA	NA	11058799	11058892	11059776	11060020	NA	NA	NA	11059224	11059380
ENSG00000186635.15	ARAP1	chr11	-	NA	NA	NA	NA	NA	NA	71040	128,810,111,057	41,34,24	9,079,861,221	45,67,87	222	39	0.00211828	0.1739139	0.847,0.839,0.886	0.78,0.721,0.711	0.12	SE	NA	NA	NA	NA	72702904	72703079	72705804	72705890	NA	NA	NA	72704151	72704334
ENSG00000059588.10	TARBP1	chr1	-	NA	NA	NA	NA	NA	NA	78739	218,267,197	4,17,10	199,213,271	12,19,27	211	39	0.01377456	0.1850128	0.91,0.744,0.785	0.754,0.674,0.65	0.12	SE	NA	NA	NA	NA	234393645	234393837	234401180	234401216	NA	NA	NA	234398381	234398553
ENSG00000204852.17	TCTN1	chr12	+	NA	NA	NA	NA	NA	NA	82749	250,145,199	3,5,0	154,225,196	7,8,11	202	39	0.004659959	0.1739139	0.941,0.848,1.0	0.809,0.844,0.775	0.12	SE	NA	NA	NA	NA	110641023	110641149	110647210	110647336	NA	NA	NA	110644966	110645129
ENSG00000187726.9	DNAJB13	chr11	+	73968215	73968458	73968344	73968458	73966137	73966251	12918	0,3,4	0,0,0	1,5,10	0,1,1	168	39	0.002425629544	0.1877137015	NA,1.0,1.0	1.0,0.537,0.699	0.255	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138641.18	HERC3	chr4	+	88597949	88598087	88597968	88598087	88595556	88595614	4550	10,7,4	0,0,0	0,5,10	0,2,1	58	39	0.003320286647	0.1877137015	1.0,1.0,1.0	NA,0.627,0.871	0.251	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000007516.14	BAIAP3	chr16	+	1339495	1339603	1339564	1339603	1339163	1339244	2679	34,35,26	0,0,0	13,36,35	7,1,1	108	39	0.00169450283	0.1877137015	1.0,1.0,1.0	0.401,0.929,0.927	0.248	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135249.8	RINT1	chr7	+	NA	NA	NA	NA	NA	NA	NA	79,61,91	169,182,202	91,110,116	161,159,185	87	131	0.003332723555	0.1984371989	0.413,0.335,0.404	0.46,0.51,0.486	-0.101	MXE	105536564	105536612	105536657	105536749	105532823	105532869	105542407	105542649	18199	NA	NA	NA	NA
ENSG00000104691.16	UBXN8	chr8	+	NA	NA	NA	NA	NA	NA	NA	338,277,242	134,92,83	247,393,374	65,87,77	162	81	0.002945143319	0.1984371989	0.558,0.601,0.593	0.655,0.693,0.708	-0.101	MXE	30756764	30756887	30760887	30760929	30754664	30754787	30763272	30763347	19817	NA	NA	NA	NA
ENSG00000204706.14	MAMDC2-AS1	chr9	-	NA	NA	NA	NA	NA	NA	7961	26,10,14	0,0,0	29,24,31	1,0,1	859	39	0.002965023455	0.1319021453	1.0,1.0,1.0	0.568,1.0,0.585	0.282	RI	NA	NA	NA	NA	70153133	70153327	70154147	70154241	NA	70153133	70154241	NA	NA
ENSG00000134759.14	ELP2	chr18	+	NA	NA	NA	NA	NA	NA	11324	26,26,13	0,0,0	19,23,16	2,0,1	104	39	0.006820149	0.1739139	1.0,1.0,1.0	0.781,1.0,0.857	0.121	SE	NA	NA	NA	NA	36138269	36138426	36144938	36145034	NA	NA	NA	36141136	36141201
ENSG00000143224.18	PPOX	chr1	+	NA	NA	NA	NA	NA	NA	47182	214,172,148	6,1,6	77,198,205	7,13,9	158	39	0.01082488	0.1773471	0.898,0.977,0.859	0.731,0.79,0.849	0.121	SE	NA	NA	NA	NA	161169659	161169720	161170408	161170519	NA	NA	NA	161169905	161170024
ENSG00000156931.16	VPS8	chr3	+	NA	NA	NA	NA	NA	NA	38802	80,56,43	0,0,0	47,45,40	2,7,0	94	39	0.01395119	0.185831	1.0,1.0,1.0	0.907,0.727,1.0	0.122	SE	NA	NA	NA	NA	184834648	184834742	184849070	184849141	NA	NA	NA	184839697	184839752
ENSG00000087470.21	DNM1L	chr12	+	NA	NA	NA	NA	NA	NA	57355	410,299,396	0,0,0	401,267,336	1,0,3	1628	39	0.003530237	0.1739139	1.0,1.0,1.0	0.906,1.0,0.728	0.122	SE	NA	NA	NA	NA	32701414	32701562	32708152	32708224	NA	NA	NA	32705824	32707413
ENSG00000182986.15	ZNF320	chr19	-	NA	NA	NA	NA	NA	NA	69566	107,78,47	1,3,1	106,128,106	4,13,10	117	39	0.01326214	0.1836317	0.973,0.897,0.94	0.898,0.766,0.779	0.122	SE	NA	NA	NA	NA	52893383	52893619	52897519	52897635	NA	NA	NA	52893778	52893856
ENSG00000115459.18	ELMOD3	chr2	+	NA	NA	NA	NA	NA	NA	78153	173,197,119	0,0,0	123,198,229	8,8,5	131	39	1.79E-05	0.01898118	1.0,1.0,1.0	0.821,0.881,0.932	0.122	SE	NA	NA	NA	NA	85368685	85368754	85371085	85371104	NA	NA	NA	85369738	85369830
ENSG00000177917.12	ARL6IP6	chr2	+	NA	NA	NA	NA	NA	NA	89927	7,7,13	43,30,13	3,2,6	27,59,65	89	39	0.009451373	0.1748953	0.067,0.093,0.305	0.046,0.015,0.039	0.122	SE	NA	NA	NA	NA	152720532	152720586	152735045	152735126	NA	NA	NA	152732530	152732580
ENSG00000140521.18	POLG	chr15	-	89317938	89318037	89317938	89317975	89318540	89318749	10612	67,37,51	1,0,0	40,42,30	4,4,7	101	39	0.001420111385	0.1877137015	0.963,1.0,1.0	0.794,0.802,0.623	0.248	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000126456.16	IRF3	chr19	-	49660712	49660844	49660712	49660828	49662424	49662617	5169	34,29,17	45,14,16	8,26,10	35,36,37	55	39	0.004539232054	0.1877137015	0.349,0.595,0.43	0.139,0.339,0.161	0.245	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
