gene_symbol	ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_transcripts	n_differential_transcripts	n_overexpressed_transcripts	n_underexpressed_transcripts	n_exons	n_differential_exons	n_overexpressed_exons	n_underexpressed_exons	n_events	n_differential_events	n_overexpressed_events	n_underexpressed_events	Ediciones
NAMPT	ENSG00000105835.13	47604.77253	-0.3343080447	0.06858161353	-4.874601623	1.09E-06	3.96E-05	49	0	0	0	97	0	0	0	76	0	0	0	1
NAPRT	ENSG00000147813.16	1995.210914	0.2901048945	0.0759055217	3.821920829	0.0001324162058	0.002990948829	14	0	0	0	39	0	0	0	14	1	0	1	0
NAV3	ENSG00000067798.16	5477.866282	-0.588338868	0.09376082258	-6.274890214	3.50E-10	2.30E-08	16	0	0	0	60	0	0	0	15	0	0	0	0
NBPF9	ENSG00000269713.9	14056.86951	-0.184767739	0.06382601172	-2.894865809	0.00379320651	0.04821807464	10	0	0	0	48	0	0	0	60	1	1	0	7
NCKAP5-AS1	ENSG00000233729.1	103.424059	-10.11561418	1.201514457	-8.419053239	3.80E-17	4.66E-15	1	1	0	1	0	0	0	0	0	0	0	0	0
NCOA7	ENSG00000111912.20	3607.797707	-0.4195667052	0.1206290933	-3.478155175	0.0005048775587	0.009370138872	11	0	0	0	24	0	0	0	11	0	0	0	0
NDC80	ENSG00000080986.13	6905.686479	0.2228158937	0.07478950187	2.979240243	0.002889641183	0.03916337329	5	0	0	0	25	0	0	0	4	0	0	0	2
NDRG2	ENSG00000165795.25	26453.36705	-10.74418587	0.1661361618	-64.67096479	0	1.00E-300	77	10	0	10	62	0	0	0	19	4	1	3	0
NDUFAF8	ENSG00000224877.4	1497.630903	0.59604853	0.1558782563	3.823808043	0.0001314062352	0.002974002902	6	0	0	0	17	0	0	0	0	0	0	0	0
NECAP2	ENSG00000157191.20	9467.998038	-0.3572137338	0.06983285185	-5.115267733	3.13E-07	1.30E-05	12	0	0	0	28	0	0	0	16	0	0	0	1
NECTIN1	ENSG00000110400.11	3128.282891	-0.2631614705	0.08541275218	-3.081055976	0.002062678675	0.02993679886	7	0	0	0	10	0	0	0	1	0	0	0	1
NECTIN4	ENSG00000143217.9	30.82876194	-1.727637712	0.4791813564	-3.60539426	0.0003116793811	0.006256976716	2	0	0	0	0	0	0	0	1	0	0	0	0
NEDD4	ENSG00000069869.17	9668.866818	-0.2046416446	0.05945550431	-3.441929338	0.000577581104	0.01042579872	13	0	0	0	46	0	0	0	42	0	0	0	0
NEDD4L	ENSG00000049759.20	12809.58895	-0.4742282568	0.06773920878	-7.000794153	2.55E-12	2.20E-10	62	0	0	0	93	2	2	0	35	0	0	0	3
NEK6	ENSG00000119408.17	6887.502644	0.2322077481	0.06302685979	3.684266499	0.0002293621732	0.004825826209	15	0	0	0	26	2	2	0	15	1	0	1	0
NEK7	ENSG00000151414.15	15512.97787	0.255315594	0.08561949586	2.981979647	0.00286391038	0.03887505259	8	0	0	0	19	2	2	0	19	0	0	0	0
NEU4	ENSG00000204099.12	35.22933423	-1.771691619	0.430864016	-4.111950762	3.92E-05	0.001038590628	17	0	0	0	0	0	0	0	0	0	0	0	0
NEURL1B	ENSG00000214357.9	1490.835532	0.3535249741	0.09573264978	3.692835986	0.0002217670591	0.004698258789	3	0	0	0	6	1	1	0	5	0	0	0	0
NFE2L3	ENSG00000050344.9	23875.06843	-0.3106402397	0.07032550143	-4.417177743	1.00E-05	0.0003013737126	3	0	0	0	8	0	0	0	3	0	0	0	0
NFKB1	ENSG00000109320.14	4122.09476	-0.6763799166	0.06365353613	-10.62595981	2.26E-26	4.26E-24	25	0	0	0	60	0	0	0	15	0	0	0	0
NFKB2	ENSG00000077150.21	8906.478578	-0.9460266087	0.0575579342	-16.43607648	1.06E-60	5.46E-58	20	2	0	2	70	0	0	0	22	0	0	0	0
NFKBIA	ENSG00000100906.12	10415.59018	-1.331901148	0.07019581722	-18.97408138	2.79E-80	2.22E-77	21	2	0	2	45	1	1	0	14	0	0	0	0
NFKBIB	ENSG00000104825.17	2469.832086	-0.5126685833	0.07305856982	-7.017227199	2.26E-12	1.97E-10	6	0	0	0	15	0	0	0	1	0	0	0	0
NFKBIE	ENSG00000146232.17	2397.643387	-0.6919628843	0.0841127222	-8.226613837	1.93E-16	2.23E-14	4	0	0	0	11	0	0	0	5	0	0	0	0
NFKBIZ	ENSG00000144802.11	3804.463598	-0.6138421919	0.08490686707	-7.229594179	4.84E-13	4.49E-11	11	1	0	1	30	1	1	0	6	0	0	0	0
NGEF	ENSG00000066248.15	1101.423408	0.2791406133	0.08676464036	3.217216277	0.001294409822	0.0205320476	9	0	0	0	17	0	0	0	1	0	0	0	0
NGFR	ENSG00000064300.9	2102.264651	0.2663034085	0.08785940975	3.0310175	0.002437311213	0.03415535177	3	0	0	0	8	0	0	0	0	0	0	0	0
NIBAN1	ENSG00000135842.17	8689.311164	-0.2018506493	0.05608924762	-3.59874054	0.0003197620108	0.006381570592	5	0	0	0	23	0	0	0	6	0	0	0	9
NINJ1	ENSG00000131669.10	1961.589856	-0.4248462652	0.0833496574	-5.097156706	3.45E-07	1.41E-05	5	0	0	0	11	0	0	0	2	0	0	0	0
NKIRAS1	ENSG00000197885.11	2763.037759	-0.2243032431	0.06655236572	-3.370327121	0.0007507899921	0.01295330357	9	0	0	0	22	0	0	0	5	0	0	0	0
NKX2-2	ENSG00000125820.6	20.62145267	-1.881951106	0.612493953	-3.072603568	0.002122001834	0.03054578483	1	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-4	ENSG00000125816.5	247.201986	-1.863938193	0.2044951351	-9.114829023	7.88E-20	1.19E-17	1	1	0	1	0	0	0	0	0	0	0	0	0
NKX3-2	ENSG00000109705.8	359.9965196	0.4203744358	0.1350560087	3.11259336	0.001854513477	0.02749322003	1	0	0	0	2	0	0	0	0	0	0	0	0
NLRP3	ENSG00000162711.18	567.3991636	-0.4410272592	0.1103718414	-3.995831306	6.45E-05	0.001607235385	10	0	0	0	21	0	0	0	10	1	1	0	1
NME3	ENSG00000103024.8	1175.446267	0.3652089323	0.09138868839	3.996215929	6.44E-05	0.001606309664	11	0	0	0	29	0	0	0	13	0	0	0	1
NMU	ENSG00000109255.11	599.1372843	0.6022612185	0.1359937196	4.428595824	9.48E-06	0.0002876751301	6	0	0	0	15	0	0	0	8	0	0	0	0
NNT	ENSG00000112992.18	12497.00574	0.1588615824	0.05300314197	2.997210665	0.002724623585	0.03739015162	24	0	0	0	69	0	0	0	24	0	0	0	0
NOD1	ENSG00000106100.11	1371.746977	-0.5339629366	0.09085627769	-5.877006522	4.18E-09	2.39E-07	8	0	0	0	27	0	0	0	11	1	0	1	0
NOD2	ENSG00000167207.15	68.57155764	-1.654326297	0.3100737863	-5.335266541	9.54E-08	4.31E-06	17	0	0	0	3	0	0	0	3	1	0	1	0
NOL3	ENSG00000140939.15	1141.284664	0.43721876	0.09281071971	4.71086488	2.47E-06	8.37E-05	12	0	0	0	28	0	0	0	17	0	0	0	0
NOXA1	ENSG00000188747.9	358.1499904	0.6518672102	0.1364883883	4.775990237	1.79E-06	6.22E-05	5	0	0	0	18	0	0	0	8	0	0	0	0
NR2F2	ENSG00000185551.15	2754.773431	0.2791144599	0.09626290094	2.899501856	0.003737561327	0.04766341598	5	0	0	0	9	0	0	0	0	0	0	0	0
NR4A1	ENSG00000123358.20	1742.125311	0.6647833752	0.1295469815	5.131600656	2.87E-07	1.20E-05	22	0	0	0	42	0	0	0	6	1	0	1	0
NR5A2	ENSG00000116833.14	75.96866098	-0.9193032274	0.3066294747	-2.998091518	0.002716760778	0.03734604928	6	0	0	0	2	0	0	0	0	0	0	0	0
NRBF2	ENSG00000148572.16	3456.250818	-0.2314053419	0.07362164458	-3.143169964	0.00167128766	0.02518461259	2	0	0	0	5	0	0	0	2	0	0	0	0
NRIP1	ENSG00000180530.11	2841.59596	-0.2545940708	0.07854111039	-3.241538979	0.001188861746	0.0191902436	7	0	0	0	7	0	0	0	5	0	0	0	0
NRP1	ENSG00000099250.18	26319.06608	0.1901842651	0.05642098664	3.370807148	0.0007494830488	0.01294013191	14	0	0	0	43	0	0	0	19	0	0	0	1
NRTN	ENSG00000171119.3	241.7691583	-0.9903545131	0.22556731	-4.390505491	1.13E-05	0.0003374059301	1	0	0	0	2	0	0	0	0	0	0	0	0
NSUN7	ENSG00000179299.17	311.3034514	0.4606727061	0.1534274478	3.002544282	0.002677330193	0.03697479963	7	0	0	0	15	0	0	0	3	0	0	0	0
NT5C	ENSG00000125458.7	2103.501791	0.278808767	0.08930536688	3.121971016	0.001796446239	0.02676569994	14	0	0	0	36	0	0	0	15	0	0	0	0
NT5DC3	ENSG00000111696.12	4606.42661	0.2779124273	0.08487651674	3.27431471	0.001059185769	0.01735954256	5	0	0	0	24	0	0	0	14	0	0	0	1
NUAK2	ENSG00000163545.11	1514.954861	-0.9767785058	0.0899111396	-10.86382077	1.71E-27	3.46E-25	1	1	0	1	7	0	0	0	1	0	0	0	0
NUCKS1	ENSG00000069275.13	56117.41705	0.2776582908	0.06770982733	4.100708889	4.12E-05	0.001080505436	2	0	0	0	8	0	0	0	9	0	0	0	1
NUDT14	ENSG00000183828.15	1055.808376	0.2881296053	0.09751907551	2.954597384	0.003130773277	0.04157310705	6	0	0	0	14	0	0	0	7	0	0	0	0
NUDT3	ENSG00000272325.2	5325.366347	0.3583677931	0.08079209039	4.435679178	9.18E-06	0.0002794346579	1	0	0	0	5	0	0	0	2	0	0	0	1
NUP153	ENSG00000124789.12	28869.84625	-0.1843531753	0.05783941229	-3.187327948	0.001435938601	0.02227248349	3	0	0	0	24	0	0	0	44	0	0	0	0
NUP153-AS1	ENSG00000272269.2	1058.000742	-2.7517597	0.1393081236	-19.75304546	7.55E-87	7.82E-84	1	1	0	1	0	0	0	0	0	0	0	0	0
NUP37	ENSG00000075188.9	2872.866814	0.3117966807	0.08187281367	3.808305427	0.000139922382	0.00313102631	9	0	0	0	24	0	0	0	2	0	0	0	0
NWD2	ENSG00000174145.8	17.69490959	-7.569811131	1.300557312	-5.82043641	5.87E-09	3.28E-07	1	1	0	1	0	0	0	0	0	0	0	0	0
OAS3	ENSG00000111331.14	2528.158186	-0.4339532158	0.07611937056	-5.70095644	1.19E-08	6.29E-07	37	0	0	0	52	0	0	0	21	0	0	0	0
OBSL1	ENSG00000124006.15	3540.470852	0.3302990743	0.06402977603	5.15852303	2.49E-07	1.05E-05	15	0	0	0	37	1	1	0	17	0	0	0	0
ODAPH	ENSG00000174792.11	154.5496892	-0.882591112	0.2094197565	-4.214459642	2.50E-05	0.000687569092	5	0	0	0	10	0	0	0	2	0	0	0	0
OFCC1	ENSG00000181355.21	45.20727542	-1.118717243	0.3796262282	-2.946891337	0.003209859775	0.04233991767	16	0	0	0	6	0	0	0	1	0	0	0	0
OIP5	ENSG00000104147.9	1408.55963	0.2821610785	0.0895735886	3.150047719	0.001632437965	0.02471826946	2	0	0	0	7	0	0	0	4	0	0	0	0
OLFM4	ENSG00000102837.7	11.56441029	-6.95082196	1.374968156	-5.05526032	4.30E-07	1.71E-05	1	1	0	1	0	0	0	0	0	0	0	0	0
OLFML2A	ENSG00000185585.20	3066.834155	0.2485655575	0.08178424701	3.03928405	0.002371411476	0.0334484217	3	0	0	0	9	0	0	0	5	0	0	0	0
OLMALINC	ENSG00000235823.5	152.9658312	0.6357082502	0.218488577	2.909572019	0.003619239904	0.04650322874	36	0	0	0	13	0	0	0	7	1	0	1	0
OOSP1	ENSG00000284873.1	9.059931229	-5.613890889	1.399964781	-4.010022941	6.07E-05	0.001524801914	2	1	0	1	0	0	0	0	0	0	0	0	0
OPTN	ENSG00000123240.17	15065.11474	-0.3980511234	0.05452780987	-7.299965363	2.88E-13	2.73E-11	12	1	0	1	32	0	0	0	32	0	0	0	0
OR10G3	ENSG00000169208.3	6.671413479	-6.15425686	1.517792726	-4.054741307	5.02E-05	0.001286296368	3	1	0	1	0	0	0	0	0	0	0	0	0
OR1D2	ENSG00000184166.3	154.6870889	-2.003110497	0.2258899041	-8.867640657	7.47E-19	1.06E-16	2	1	0	1	0	0	0	0	0	0	0	0	0
OR2C3	ENSG00000196242.10	3.584972503	-5.265609863	1.709790646	-3.079681057	0.002072223744	0.03002895625	3	1	0	1	0	0	0	0	0	0	0	0	0
OR2H1	ENSG00000204688.10	3.664831701	-5.301052536	1.713348356	-3.093972407	0.001974958536	0.02900788882	7	1	0	1	0	0	0	0	0	0	0	0	0
OR4K13	ENSG00000176253.4	26.59783435	-2.948353994	0.5942426248	-4.961532329	6.99E-07	2.66E-05	2	0	0	0	0	0	0	0	0	0	0	0	0
OR56A3	ENSG00000184478.8	9.301451541	-6.63538772	1.424684017	-4.657445189	3.20E-06	0.000106909297	4	1	0	1	0	0	0	0	0	0	0	0	0
OR7C1	ENSG00000127530.4	22.38943531	-7.910345905	1.281643215	-6.172034315	6.74E-10	4.28E-08	6	1	0	1	2	0	0	0	0	0	0	0	2
ORAI1	ENSG00000276045.4	1539.101789	-0.2558746524	0.08485978276	-3.015264052	0.002567556211	0.03570065092	4	0	0	0	8	0	0	0	1	0	0	0	0
OSCP1	ENSG00000116885.18	326.2744383	-0.6191510223	0.1677814068	-3.690224287	0.000224056416	0.004738591223	12	0	0	0	21	0	0	0	4	0	0	0	0
OSR2	ENSG00000164920.10	210.5068442	0.6336133843	0.1843053092	3.43784662	0.0005863597279	0.01056024112	10	0	0	0	19	0	0	0	3	0	0	0	0
OTOF	ENSG00000115155.19	74.50438827	-2.043555816	0.3526148773	-5.795432773	6.81E-09	3.75E-07	7	0	0	0	0	0	0	0	0	0	0	0	0
OTUB2	ENSG00000089723.10	3752.144158	-0.2808134892	0.07125859903	-3.94076635	8.12E-05	0.001955316175	2	0	0	0	8	0	0	0	1	0	0	0	0
OTUD7A	ENSG00000169918.10	427.4203417	-2.032913067	0.1430527307	-14.21093507	7.84E-46	2.70E-43	5	1	0	1	0	0	0	0	0	0	0	0	0
OTULIN-DT	ENSG00000261360.3	120.2931378	-1.597436984	0.2562732023	-6.233336025	4.57E-10	2.97E-08	3	0	0	0	0	0	0	0	0	0	0	0	0
P4HA2	ENSG00000072682.20	14434.84905	-0.2661259724	0.06122368674	-4.346781232	1.38E-05	0.0004040799302	21	1	0	1	52	0	0	0	45	0	0	0	0
P4HTM	ENSG00000178467.18	2678.836293	0.2661780326	0.07291853463	3.650348076	0.0002618851729	0.00538913058	12	0	0	0	34	2	2	0	29	5	0	5	0
PACS2	ENSG00000179364.15	2225.144052	0.2274662595	0.07259980568	3.133152456	0.001729395896	0.02592895899	20	0	0	0	54	0	0	0	15	0	0	0	0
PACSIN2	ENSG00000100266.19	7831.604916	0.193472311	0.05752282849	3.363400515	0.0007698857933	0.01315880176	12	0	0	0	26	0	0	0	11	0	0	0	0
PAGR1	ENSG00000280789.2	1740.685043	0.3480441698	0.08948001579	3.889630179	0.0001003971018	0.002344916371	1	0	0	0	3	0	0	0	0	0	0	0	0
PALM2AKAP2	ENSG00000157654.19	36723.55349	-0.2057900137	0.07123217868	-2.889003503	0.003864647684	0.04902064797	17	0	0	0	34	0	0	0	8	0	0	0	0
PAN2	ENSG00000135473.16	1457.923239	0.2839769717	0.08751835683	3.244770378	0.001175453673	0.01901248404	21	1	1	0	55	0	0	0	11	0	0	0	0
PANK1	ENSG00000152782.18	1172.429922	0.3431042852	0.08526641033	4.023909109	5.72E-05	0.001454458414	5	0	0	0	14	0	0	0	1	0	0	0	0
PANX1	ENSG00000110218.9	10857.12147	-0.3631390683	0.0590595495	-6.148693503	7.81E-10	4.93E-08	2	0	0	0	8	1	1	0	7	0	0	0	0
PAPLN	ENSG00000100767.17	865.2970227	-0.7416807734	0.1072515397	-6.915339171	4.67E-12	3.90E-10	12	1	0	1	41	0	0	0	20	1	0	1	0
PARP12	ENSG00000059378.13	9499.05742	-0.1778668111	0.06143257559	-2.895317498	0.003787752097	0.04819339426	12	0	0	0	29	1	1	0	33	0	0	0	0
PARP14	ENSG00000173193.15	12810.35648	-0.3051338058	0.05974916837	-5.106913019	3.27E-07	1.35E-05	7	0	0	0	28	0	0	0	10	0	0	0	1
PARP8	ENSG00000151883.19	720.928798	-0.4346912382	0.1391000697	-3.125025309	0.001777897626	0.02655581216	22	0	0	0	44	0	0	0	10	0	0	0	1
PATJ	ENSG00000132849.22	1963.481938	0.2279973192	0.07663807242	2.974987652	0.002930003413	0.03961411202	16	0	0	0	56	0	0	0	18	0	0	0	2
PAX7	ENSG00000009709.12	21.72143371	-7.866865393	1.283719005	-6.128183321	8.89E-10	5.57E-08	3	1	0	1	0	0	0	0	0	0	0	0	0
PAX8-AS1	ENSG00000189223.15	6945.056826	-0.197398134	0.05673598825	-3.479240251	0.0005028375678	0.009367808804	30	0	0	0	58	0	0	0	31	0	0	0	3
PBK	ENSG00000168078.10	8755.050041	0.2372771779	0.05675284377	4.18088614	2.90E-05	0.0007883174776	4	0	0	0	17	0	0	0	4	0	0	0	0
PBX1	ENSG00000185630.20	5224.49034	0.3177180322	0.07042184185	4.511640478	6.43E-06	0.0002028594833	25	0	0	0	42	0	0	0	8	0	0	0	0
PCDH1	ENSG00000156453.14	2416.872069	-0.5907141944	0.08531000771	-6.92432471	4.38E-12	3.67E-10	8	0	0	0	14	0	0	0	3	0	0	0	0
PCDHGA1	ENSG00000204956.6	325.0995099	-1.904461172	0.150989292	-12.61322009	1.79E-36	4.83E-34	2	0	0	0	5	0	0	0	0	0	0	0	0
PCOLCE	ENSG00000106333.13	141.8180728	-0.9342277093	0.2184285514	-4.277040264	1.89E-05	0.0005342766601	10	0	0	0	10	0	0	0	2	0	0	0	0
PDE4B	ENSG00000184588.18	1629.160036	0.2503203093	0.08311010921	3.011911687	0.00259608112	0.0360198691	18	0	0	0	23	0	0	0	4	0	0	0	0
PDE4DIP	ENSG00000178104.22	5151.846476	-0.3408671081	0.08294980134	-4.109317956	3.97E-05	0.001046934124	63	1	0	1	62	0	0	0	30	1	1	0	0
PDE8A	ENSG00000073417.15	5744.069908	-0.3628624423	0.06307789496	-5.75260862	8.79E-09	4.74E-07	16	0	0	0	38	1	1	0	38	0	0	0	0
PDLIM4	ENSG00000131435.13	4856.695301	-0.2529098595	0.07000706538	-3.612633355	0.0003031031372	0.006129752595	7	0	0	0	20	0	0	0	20	0	0	0	0
PDLIM7	ENSG00000196923.14	7225.762719	0.1903022728	0.06554925018	2.903195266	0.003693762516	0.04720010124	16	0	0	0	42	0	0	0	26	0	0	0	0
PDX1	ENSG00000139515.6	129.6015173	-1.836410774	0.2363994172	-7.768254235	7.96E-15	8.46E-13	1	0	0	0	0	0	0	0	0	0	0	0	0
PDZD2	ENSG00000133401.16	1443.271017	-0.4699453275	0.1295765871	-3.626776549	0.000286981435	0.005856705305	12	0	0	0	34	0	0	0	5	1	0	1	0
PDZK1IP1	ENSG00000162366.8	57.22161432	-1.573011743	0.3258086232	-4.828023665	1.38E-06	4.90E-05	4	0	0	0	5	0	0	0	1	0	0	0	0
PELI1	ENSG00000197329.12	834.154272	-0.3669382315	0.1164907656	-3.149934069	0.001633073118	0.02471826946	4	0	0	0	11	0	0	0	9	0	0	0	0
PELI3	ENSG00000174516.15	968.2876504	0.405627879	0.09588612285	4.230308484	2.33E-05	0.000648346732	9	0	0	0	20	0	0	0	11	0	0	0	0
PER3	ENSG00000049246.15	979.8096674	0.3110506288	0.09925466701	3.13386401	0.001725207896	0.02588246679	9	0	0	0	34	0	0	0	11	0	0	0	0
PEX1	ENSG00000127980.16	2492.638469	0.2225163095	0.07535486797	2.952912207	0.003147914759	0.04173090339	10	0	0	0	40	0	0	0	23	0	0	0	0
PEX6	ENSG00000124587.14	8509.647855	0.2150852467	0.06249566243	3.441602799	0.0005782786974	0.01043048296	2	0	0	0	20	0	0	0	19	0	0	0	0
PFKFB2	ENSG00000123836.15	4753.74913	0.2138463618	0.06175760092	3.46267275	0.0005348384597	0.009788278628	10	0	0	0	32	0	0	0	12	2	0	2	0
PGAP4	ENSG00000165152.9	13.94698444	-3.028106691	0.8275176428	-3.659265415	0.0002529392647	0.005241280204	4	1	0	1	0	0	0	0	0	0	0	0	0
PGBD5	ENSG00000177614.11	13.28574424	-3.079913042	0.8961639922	-3.436773926	0.000588686744	0.01058613496	3	1	0	1	0	0	0	0	0	0	0	0	0
PHC2-AS1	ENSG00000233246.1	36.95293192	-2.064882312	0.4343188335	-4.754300649	1.99E-06	6.87E-05	1	0	0	0	3	0	0	0	0	0	0	0	0
PHF12	ENSG00000109118.14	2618.607227	-0.5436051964	0.0873160705	-6.225717594	4.79E-10	3.11E-08	17	2	0	2	55	0	0	0	22	2	2	0	0
PHLDA1	ENSG00000139289.15	31768.52433	0.2864644726	0.07191505598	3.983372726	6.79E-05	0.001679834136	2	1	1	0	3	0	0	0	0	0	0	0	2
PHLDB2	ENSG00000144824.21	8983.90851	-0.195326025	0.06503648563	-3.003329948	0.002670427406	0.03690087413	18	0	0	0	44	0	0	0	15	0	0	0	1
PI16	ENSG00000164530.15	1285.724158	-0.6065413329	0.08952851273	-6.774839818	1.25E-11	9.85E-10	4	0	0	0	13	0	0	0	4	0	0	0	0
PICALM	ENSG00000073921.18	29760.39206	-0.1801623569	0.05969319551	-3.018138925	0.002543322826	0.03541168021	24	0	0	0	66	0	0	0	78	0	0	0	0
PIGO	ENSG00000165282.15	4014.12881	0.2131297698	0.06985420461	3.05106573	0.002280306489	0.03241302519	19	0	0	0	49	0	0	0	45	2	0	2	5
PIK3CD	ENSG00000171608.18	2148.756471	-0.5055446844	0.07602701863	-6.649539775	2.94E-11	2.23E-09	23	0	0	0	42	0	0	0	15	0	0	0	0
PIK3R2	ENSG00000105647.19	1903.745142	0.5051856295	0.08718775825	5.794226617	6.86E-09	3.76E-07	11	0	0	0	36	0	0	0	9	0	0	0	0
PIM1	ENSG00000137193.14	4953.666523	0.2108568285	0.06955488387	3.031517225	0.002433280367	0.03411894715	3	0	0	0	11	1	1	0	2	0	0	0	0
PIMREG	ENSG00000129195.16	5070.753902	0.250491385	0.07833538952	3.197678425	0.001385386764	0.02168617585	9	0	0	0	25	0	0	0	6	0	0	0	1
PIP4K2A	ENSG00000150867.14	6813.625537	-0.2124782249	0.06280374374	-3.383209538	0.0007164394741	0.01244179974	8	0	0	0	19	0	0	0	17	0	0	0	0
PITPNM3	ENSG00000091622.16	2135.976156	0.4997103234	0.07511704432	6.652422602	2.88E-11	2.19E-09	5	0	0	0	26	0	0	0	8	0	0	0	0
PITX1	ENSG00000069011.16	4417.007312	0.3489466478	0.07950315572	4.389091787	1.14E-05	0.000338415913	6	0	0	0	14	1	1	0	1	0	0	0	0
PKP2	ENSG00000057294.17	3483.644193	0.2045506687	0.06813115262	3.002307474	0.002679413963	0.03698212582	18	0	0	0	35	0	0	0	4	0	0	0	0
PKP3	ENSG00000184363.10	3153.688597	0.3272803659	0.09143594391	3.579340376	0.0003444625742	0.006817381072	11	0	0	0	36	0	0	0	3	0	0	0	0
PLAC4	ENSG00000280109.3	11.40367595	-4.392101371	1.072229632	-4.096232039	4.20E-05	0.001097485234	5	1	0	1	12	0	0	0	0	0	0	0	0
PLAT	ENSG00000104368.19	24963.08837	-0.2001775369	0.06655740154	-3.007592428	0.002633260353	0.03647195797	17	0	0	0	40	0	0	0	30	0	0	0	0
PLAU	ENSG00000122861.16	66178.83572	-0.4513955593	0.05379530861	-8.39098373	4.82E-17	5.83E-15	5	0	0	0	20	0	0	0	11	0	0	0	0
PLAUR	ENSG00000011422.12	10728.30949	-0.3985532126	0.06619991153	-6.020449324	1.74E-09	1.05E-07	16	0	0	0	32	0	0	0	16	0	0	0	0
PLB1	ENSG00000163803.13	1975.807812	-0.3669465427	0.07995240335	-4.589562382	4.44E-06	0.0001432979969	12	0	0	0	55	0	0	0	33	2	0	2	0
PLCL2	ENSG00000154822.18	2396.842004	-0.3754975138	0.06903238329	-5.439440099	5.34E-08	2.50E-06	4	0	0	0	10	0	0	0	0	0	0	0	0
PLCXD2	ENSG00000240891.8	621.5088605	-0.3603090102	0.1095212603	-3.289854493	0.001002392035	0.01657278653	5	0	0	0	5	0	0	0	1	0	0	0	0
PLEC	ENSG00000178209.17	168725.696	0.4067718803	0.07960188516	5.110078479	3.22E-07	1.33E-05	15	1	1	0	51	0	0	0	24	0	0	0	0
PLEKHA3	ENSG00000116095.11	1605.506894	0.3877487552	0.09825423208	3.946382227	7.93E-05	0.001917794896	4	0	0	0	12	0	0	0	3	0	0	0	0
PLK1	ENSG00000166851.15	5158.780635	0.2926696739	0.07678804006	3.811396588	0.0001381838629	0.003095032541	9	0	0	0	31	0	0	0	4	0	0	0	0
PLXNC1	ENSG00000136040.9	493.3000257	-0.3427204207	0.1167527719	-2.935437122	0.003330781086	0.04352618356	11	0	0	0	17	0	0	0	2	0	0	0	1
PM20D2	ENSG00000146281.6	3482.055251	0.2308292184	0.07783804475	2.965506382	0.003021850757	0.04064816084	1	0	0	0	7	0	0	0	7	0	0	0	0
PNP	ENSG00000198805.13	8413.365809	-0.2331226434	0.06824380902	-3.416026256	0.0006354212009	0.01125521319	11	0	0	0	24	0	0	0	9	0	0	0	0
POLD1	ENSG00000062822.16	7264.790805	0.2233366153	0.07357006945	3.035699394	0.002399784893	0.03372873584	16	0	0	0	59	0	0	0	29	1	0	1	1
POLD2	ENSG00000106628.13	8679.809819	0.2060873178	0.06917554816	2.97919313	0.00289008555	0.03916337329	68	0	0	0	78	0	0	0	48	0	0	0	0
POMK	ENSG00000185900.11	7136.565593	0.4994478551	0.09457886623	5.280755364	1.29E-07	5.68E-06	20	0	0	0	18	0	0	0	15	0	0	0	1
POU2F2	ENSG00000028277.22	603.2526169	-2.000455621	0.1357685087	-14.7343124	3.88E-49	1.47E-46	21	1	0	1	32	0	0	0	9	0	0	0	0
POU3F1	ENSG00000185668.8	162.1669555	-1.936252193	0.2159818726	-8.964882883	3.11E-19	4.59E-17	1	1	0	1	0	0	0	0	0	0	0	0	0
PPA2	ENSG00000138777.20	4846.593254	0.185998843	0.06452495757	2.882587607	0.003944234404	0.04979229953	22	0	0	0	40	0	0	0	48	0	0	0	0
PPARD	ENSG00000112033.14	3970.793329	-0.2263327288	0.06884283667	-3.287672905	0.001010191349	0.01665626443	5	0	0	0	11	0	0	0	9	0	0	0	0
PPARGC1B	ENSG00000155846.17	554.6004493	-0.4496758937	0.1551546959	-2.898242243	0.003752606232	0.0478040673	7	0	0	0	17	0	0	0	3	0	0	0	0
PPFIBP1	ENSG00000110841.14	5406.8787	-0.295494122	0.07956607618	-3.713820465	0.0002041536535	0.004367200661	18	1	0	1	54	0	0	0	10	0	0	0	0
PPFIBP2	ENSG00000166387.14	403.0356489	0.584286607	0.1528295478	3.82312593	0.0001317704375	0.002979413434	29	0	0	0	42	0	0	0	5	0	0	0	1
PPIF	ENSG00000108179.14	11774.542	-0.4163873228	0.05671518418	-7.341725658	2.11E-13	2.04E-11	5	0	0	0	13	2	2	0	3	0	0	0	0
PPL	ENSG00000118898.16	1315.360127	0.3987282816	0.08658493371	4.605053841	4.12E-06	0.0001339407805	6	0	0	0	29	0	0	0	2	0	0	0	0
PPP1R14C	ENSG00000198729.5	25.52860043	-1.611016422	0.5410551676	-2.977545579	0.002905664371	0.03935208363	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R18	ENSG00000146112.12	14871.21511	-0.2262647789	0.06641317175	-3.406926261	0.0006569887389	0.01155786893	6	0	0	0	11	0	0	0	3	0	0	0	0
PPP4R4	ENSG00000119698.12	103.9493907	-1.371083004	0.2616166635	-5.24080915	1.60E-07	6.93E-06	6	0	0	0	10	0	0	0	3	0	0	0	1
